,icd9_code,diagnoses_short_title,diagnoses_long_title,procedure_short_title,procedure_long_title
227,3009,Nonpsychotic disord NOS,Unspecified nonpsychotic mental disorder,Destruct larynx les NEC,Other excision or destruction of lesion or tissue of larynx
228,3021,Zoophilia,Zoophilia,Epiglottidectomy,Epiglottidectomy
229,3022,Pedophilia,Pedophilia,Vocal cordectomy,Vocal cordectomy
230,3029,Psychosexual dis NOS,Unspecified psychosexual disorder,Other part laryngectomy,Other partial laryngectomy
231,2721,Pure hyperglyceridemia,Pure hyperglyceridemia,Bony palate biopsy,Biopsy of bony palate
232,2722,Mixed hyperlipidemia,Mixed hyperlipidemia,Uvula and soft palate bx,Biopsy of uvula and soft palate
233,2723,Hyperchylomicronemia,Hyperchylomicronemia,Lip biopsy,Biopsy of lip
234,2724,Hyperlipidemia NEC/NOS,Other and unspecified hyperlipidemia,Mouth biopsy NOS,"Biopsy of mouth, unspecified structure"
235,2729,Lipoid metabol dis NOS,Unspecified disorder of lipoid metabolism,Oral cavity dx proc NEC,Other diagnostic procedures on oral cavity
236,2731,Monoclon paraproteinemia,Monoclonal paraproteinemia,Loc exc bony palate les,Local excision or destruction of lesion or tissue of bony palate
237,2732,Paraproteinemia NEC,Other paraproteinemias,Wide exc bony palate les,Wide excision or destruction of lesion or tissue of bony palate
238,2749,Gout NOS,"Gout, unspecified",Excision of mouth NEC,Other excision of mouth
239,2751,Dis copper metabolism,Disorders of copper metabolism,Suture of lip laceration,Suture of laceration of lip
240,2752,Dis magnesium metabolism,Disorders of magnesium metabolism,Suture of mouth lac NEC,Suture of laceration of other part of mouth
241,2753,Dis phosphorus metabol,Disorders of phosphorus metabolism,Closure of mouth fistula,Closure of fistula of mouth
242,2755,Hungry bone syndrome,Hungry bone syndrome,Full-thick grft to mouth,Full-thickness skin graft to lip and mouth
243,2759,Dis mineral metabol NOS,Unspecified disorder of mineral metabolism,Mouth repair NEC,Other plastic repair of mouth
244,2761,Hyposmolality,Hyposmolality and/or hyponatremia,Suture of palate lacerat,Suture of laceration of palate
245,2762,Acidosis,Acidosis,Cleft palate correction,Correction of cleft palate
246,2763,Alkalosis,Alkalosis,Revis cleft palat repair,Revision of cleft palate repair
247,3481,Anoxic brain damage,Anoxic brain damage,Excise diaphragm lesion,Excision of lesion or tissue of diaphragm
248,3482,Pseudotumor cerebri,Benign intracranial hypertension,Suture diaphragm lacerat,Suture of laceration of diaphragm
249,3484,Compression of brain,Compression of brain,Other diaphragm repair,Other repair of diaphragm
250,3485,Cerebral edema,Cerebral edema,Implant diaphra pacemake,Implantation of diaphragmatic pacemaker
251,3489,Brain condition NOS,Unspecified condition of brain,Diaphragm operation NEC,Other operations on diaphragm
252,3491,Complication cns device,Nervous system complications from surgically implanted device,Thoracentesis,Thoracentesis
253,3492,Disorder of meninges NEC,"Disorders of meninges, not elsewhere classified",Inject into thorax cavit,Injection into thoracic cavity
254,3499,Cns disorder NOS,Unspecified disorders of nervous system,Thoracic operation NEC,Other operations on thorax
255,3501,Trigeminal neuralgia,Trigeminal neuralgia,Closed aortic valvotomy,"Closed heart valvotomy, aortic valve"
256,3502,Atypical face pain,Atypical face pain,Closed mitral valvotomy,"Closed heart valvotomy, mitral valve"
257,3508,Trigeminal nerve dis NEC,Other specified trigeminal nerve disorders,Trnsapcl repl pulm valve,Transapical replacement of pulmonary valve
258,3509,Trigeminal nerve dis NOS,"Trigeminal nerve disorder, unspecified",Endovas repl uns hrt vlv,Endovascular replacement of unspecified heart valve
259,3510,Bell's palsy,Bell's palsy,Open valvuloplasty NOS,"Open heart valvuloplasty without replacement, unspecified valve"
260,3511,Geniculate ganglionitis,Geniculate ganglionitis,Opn aortic valvuloplasty,Open heart valvuloplasty of aortic valve without replacement
261,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve,Opn/oth rep hrt vlv NOS,Open and other replacement of unspecified heart valve
262,3521,Glossopharyng neuralgia,Glossopharyngeal neuralgia,Opn/oth rep aort vlv-tis,Open and other replacement of aortic valve with tissue graft
263,3522,Glossophar nerve dis NEC,Other disorders of glossopharyngeal [9th] nerve,Opn/oth rep aortic valve,Open and other replacement of aortic valve
264,3452,Petit mal status,Petit mal status,Thoracoscopc decort lung,Thoracoscopic decortication of lung
265,311,Depressive disorder NEC,"Depressive disorder, not elsewhere classified",Temporary tracheostomy,Temporary tracheostomy
266,3129,Conduct disturbance NOS,Unspecified disturbance of conduct,Other perm tracheostomy,Other permanent tracheostomy
267,3141,Hyperkinet w devel delay,Hyperkinesis with developmental delay,Tracheoscopy thru stoma,Tracheoscopy through artificial stoma
268,3142,Hyperkinetic conduct dis,Hyperkinetic conduct disorder,Larygnoscopy/tracheoscop,Laryngoscopy and other tracheoscopy
269,3148,Other hyperkinetic synd,Other specified manifestations of hyperkinetic syndrome,Oth larynx dx procedure,Other diagnostic procedures on larynx
270,3149,Hyperkinetic synd NOS,Unspecified hyperkinetic syndrome,Oth trachea dx procedure,Other diagnostic procedures on trachea
271,3201,Pneumococcal meningitis,Pneumococcal meningitis,Endosc destruc bronc les,Endoscopic excision or destruction of lesion or tissue of bronchus
272,3209,Bacterial meningitis NOS,Meningitis due to unspecified bacterium,Other destruc bronc les,Other local excision or destruction of lesion or tissue of bronchus
273,3220,Nonpyogenic meningitis,Nonpyogenic meningitis,Thorac exc lung lesion,Thoracoscopic excision of lesion or tissue of lung
274,3221,Eosinophilic meningitis,Eosinophilic meningitis,Emphysema bleb plication,Plication of emphysematous bleb
275,3222,Chronic meningitis,Chronic meningitis,Lung vol reduction surg,Lung volume reduction surgery
276,3229,Meningitis NOS,"Meningitis, unspecified",Destroy loc lung les NEC,Other local excision or destruction of lesion or tissue of lung
277,3239,Encephalitis NOS,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis",Oth seg lung resect NOS,Other and unspecified segmental resection of lung
278,3241,Intraspinal abscess,Intraspinal abscess,Thorac lobectomy lung,Thoracoscopic lobectomy of lung
279,3249,Cns abscess NOS,Intracranial and intraspinal abscess of unspecified site,Lobectomy of lung NEC,Other lobectomy of lung
280,326,Late eff cns abscess,Late effects of intracranial abscess or pyogenic infection,Rad dissec thorac struct,Radical dissection of thoracic structures
281,2891,Chronic lymphadenitis,Chronic lymphadenitis,Incis to remov tonsil FB,Removal of foreign body from tonsil and adenoid by incision
282,2892,Mesenteric lymphadenitis,Nonspecific mesenteric lymphadenitis,Excis tonsil/adenoid les,Excision of lesion of tonsil and adenoid
283,2899,Blood disease NOS,Unspecified diseases of blood and blood-forming organs,Tonsil/adenoid ops NEC,Other operations on tonsils and adenoids
284,2911,Alcohol amnestic disordr,Alcohol-induced persisting amnestic disorder,Pharyngoscopy,Pharyngoscopy
285,2912,Alcohol persist dementia,Alcohol-induced persisting dementia,Pharyngeal biopsy,Pharyngeal biopsy
286,2919,Alcohol mental disor NOS,Unspecified alcohol-induced mental disorders,Pharyngeal dx proc NEC,Other diagnostic procedures on pharynx
287,2931,Subacute delirium,Subacute delirium,Cricopharyngeal myotomy,Cricopharyngeal myotomy
288,2939,Transient mental dis NOS,Unspecified transient mental disorder in conditions classified elsewhere,Excis/destr les phar NEC,Other excision or destruction of lesion or tissue of pharynx
289,3321,Secondary parkinsonism,Secondary parkinsonism,Bronchoscopy thru stoma,Bronchoscopy through artificial stoma
290,3331,Tremor NEC,Essential and other specified forms of tremor,Destr phren-lung collaps,Destruction of phrenic nerve for collapse of lung
291,3332,Myoclonus,Myoclonus,Pnemothorax-lung collaps,Artificial pneumothorax for collapse of lung
292,3333,Tics of organic origin,Tics of organic origin,Pneumoperit-lung collaps,Pneumoperitoneum for collapse of lung
293,3334,Huntington's chorea,Huntington's chorea,Thoracoplasty,Thoracoplasty
294,3341,Hered spastic paraplegia,Hereditary spastic paraplegia,Bronchial lacerat suture,Suture of laceration of bronchus
295,3342,Primary cerebellar degen,Primary cerebellar degeneration,Bronchial fistula clos,Closure of bronchial fistula
296,3343,Cerebellar ataxia NEC,Other cerebellar ataxia,Lung laceration closure,Closure of laceration of lung
297,3348,Spinocerebellar dis NEC,Other spinocerebellar diseases,Bronchial repair NEC,Other repair and plastic operations on bronchus
298,3349,Spinocerebellar dis NOS,"Spinocerebellar disease, unspecified",Lung repair NEC,Other repair and plastic operations on lung
299,3350,Werdnig-hoffmann disease,Werdnig-Hoffmann disease,Lung transplant NOS,"Lung transplantation, not otherwise specified"
300,3371,Aut neuropthy in oth dis,Peripheral autonomic neuropathy in disorders classified elsewhere,"Endo ins/re bron val,one","Endoscopic insertion or replacement of bronchial valve(s), single lobe"
301,3373,Autonomic dysreflexia,Autonomic dysreflexia,"Endo ins/re brnc val,mul","Endoscopic insertion or replacement of bronchial valve(s), multiple lobes"
302,3379,Autonomic nerve dis NEC,Unspecified disorder of autonomic nervous system,Endo insrt bronc def/sub,Endoscopic insertion of other bronchial device or substances
303,3393,Drug induce headache NEC,"Drug induced headache, not elsewhere classified",Puncture of lung,Puncture of lung
304,3804,Impacted cerumen,Impacted cerumen,Incision of aorta,"Incision of vessel, aorta"
305,3809,Dis external ear NOS,Unspecified disorder of external ear,Lower limb vein incision,"Incision of vessel, lower limb veins"
306,3813,Chr nonsup OM NOS/NEC,Other and unspecified chronic nonsuppurative otitis media,Upper limb endarterectom,"Endarterectomy, upper limb vessels"
307,3814,Nonsupp otitis media NOS,"Nonsuppurative otitis media, not specified as acute or chronic",Endarterectomy of aorta,"Endarterectomy, aorta"
308,3821,Chr tubotympan suppur OM,Chronic tubotympanic suppurative otitis media,Blood vessel biopsy,Biopsy of blood vessel
309,3822,Chr atticoantral sup OM,Chronic atticoantral suppurative otitis media,Percutaneous angioscopy,Percutaneous angioscopy
310,3823,Chr sup otitis media NOS,Unspecified chronic suppurative otitis media,Intravasclr spectroscopy,Intravascular spectroscopy
311,3824,Suppur otitis media NOS,Unspecified suppurative otitis media,Intravas img cor ves OCT,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT]
312,3829,Otitis media NOS,Unspecified otitis media,Blood vessel dx proc NEC,Other diagnostic procedures on blood vessels
313,3831,Chronic mastoiditis,Chronic mastoiditis,Intracran ves resec-anas,"Resection of vessel with anastomosis, intracranial vessels"
314,3839,Mastoiditis NOS,Unspecified mastoiditis,Leg vein resect/anastom,"Resection of vessel with anastomosis, lower limb veins"
315,3841,Chronic myringitis,Chronic myringitis without mention of otitis media,Intracran ves resec-repl,"Resection of vessel with replacement, intracranial vessels"
316,3849,Dis tympanic memb NOS,Unspecified disorder of tympanic membrane,Leg vein resect w replac,"Resection of vessel with replacement, lower limb veins"
317,3320,Paralysis agitans,Paralysis agitans,Thoracoscopc lung biopsy,Thoracoscopic lung biopsy
318,3699,Visual loss NOS,Unspecified visual loss,Heart vessel op NEC,Other operations on vessels of heart
319,3523,Pneumogastric nerve dis,Disorders of pneumogastric [10th] nerve,Opn/oth rep mtrl vlv-tis,Open and other replacement of mitral valve with tissue graft
320,3524,Accessory nerve disorder,Disorders of accessory [11th] nerve,Opn/oth rep mitral valve,Open and other replacement of mitral valve
321,3525,Hypoglossal nerve dis,Disorders of hypoglossal [12th] nerve,Opn/oth rep pulm vlv-tis,Open and other replacement of pulmonary valve with tissue graft
322,3526,Mult cranial nerve palsy,Multiple cranial nerve palsies,Opn/oth repl pul valve,Open and other replacement of pulmonary valve
323,3531,Lumbosacral plex lesion,Lumbosacral plexus lesions,Papillary muscle ops,Operations on papillary muscle
324,3532,Cervical root lesion NEC,"Cervical root lesions, not elsewhere classified",Chordae tendineae ops,Operations on chordae tendineae
325,3533,Thoracic root lesion NEC,"Thoracic root lesions, not elsewhere classified",Annuloplasty,Annuloplasty
326,3534,Lumbsacral root les NEC,"Lumbosacral root lesions, not elsewhere classified",Infundibulectomy,Infundibulectomy
327,3535,Neuralgic amyotrophy,Neuralgic amyotrophy,Trabecul carneae cord op,Operations on trabeculae carneae cordis
328,3539,Nerv root/plexus dis NOS,Unspecified nerve root and plexus disorder,Tiss adj to valv ops NEC,Operations on other structures adjacent to valves of heart
329,3541,Median nerve lesion NEC,Other lesion of median nerve,Enlarge existing sep def,Enlargement of existing atrial septal defect
330,3542,Ulnar nerve lesion,Lesion of ulnar nerve,Create septal defect,Creation of septal defect in heart
331,3550,Sciatic nerve lesion,Lesion of sciatic nerve,Prosth rep hrt septa NOS,Repair of unspecified septal defect of heart with prosthesis
332,3551,Meralgia paresthetica,Meralgia paresthetica,Pros rep atrial def-opn,"Repair of atrial septal defect with prosthesis, open technique"
333,3552,Femoral nerve lesion NEC,Other lesion of femoral nerve,Pros repair atria def-cl,"Repair of atrial septal defect with prosthesis, closed technique"
334,3553,Lat popliteal nerve les,Lesion of lateral popliteal nerve,Pros rep ventric def-opn,"Repair of ventricular septal defect with prosthesis, open technique"
335,3554,Med popliteal nerve les,Lesion of medial popliteal nerve,Pros rep endocar cushion,Repair of endocardial cushion defect with prosthesis
336,3555,Tarsal tunnel syndrome,Tarsal tunnel syndrome,Pros rep ventrc def-clos,"Repair of ventricular septal defect with prosthesis, closed technique"
337,3560,Hered periph neuropathy,Hereditary peripheral neuropathy,Grft repair hrt sept NOS,Repair of unspecified septal defect of heart with tissue graft
338,3561,Peroneal muscle atrophy,Peroneal muscular atrophy,Graft repair atrial def,Repair of atrial septal defect with tissue graft
339,3562,Hered sensory neuropathy,Hereditary sensory neuropathy,Graft repair ventric def,Repair of ventricular septal defect with tissue graft
340,3563,Refsum's disease,Refsum's disease,Grft rep endocar cushion,Repair of endocardial cushion defect with tissue graft
341,3570,Ac infect polyneuritis,Acute infective polyneuritis,Heart septa repair NOS,Other and unspecified repair of unspecified septal defect of heart
342,3571,Neurpthy in col vasc dis,Polyneuropathy in collagen vascular disease,Atria septa def rep NEC,Other and unspecified repair of atrial septal defect
343,3572,Neuropathy in diabetes,Polyneuropathy in diabetes,Ventr septa def rep NEC,Other and unspecified repair of ventricular septal defect
344,3573,Neuropathy in malig dis,Polyneuropathy in malignant disease,Endocar cushion rep NEC,Other and unspecified repair of endocardial cushion defect
345,3581,Myasthenia in oth dis,Myasthenic syndromes in diseases classified elsewhere,Tot repair tetral fallot,Total repair of tetralogy of fallot
